musicnet_id,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,tempo,rms_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,contrast_7_mean
1734,-297.963134765625,86.4514389038086,195.74526977539062,44.95016098022461,-23.03165626525879,27.495853424072266,-1.8701850175857544,15.906272888183594,8.637948036193848,12.258840560913086,-5.4398908615112305,13.058051109313965,-5.313817977905273,11.004266738891602,-8.430915832519531,9.172675132751465,-7.134230613708496,9.681769371032715,-3.5479981899261475,9.895792961120605,-0.5433630347251892,9.684439659118652,1.7536288499832153,11.36366081237793,-0.6180886030197144,10.26914119720459,-1.9252326488494873,9.029943466186523,-1.119275689125061,7.968603134155273,-1.5911881923675537,8.578699111938477,-2.1520299911499023,7.718034267425537,-3.2473466396331787,8.138467788696289,-4.858945846557617,9.087153434753418,-1.857375144958496,11.211346626281738,215.33203125,0.0742177739739418,0.2446972131729126,0.24103696644306183,0.27801400423049927,0.23024871945381165,0.3834313154220581,0.20672881603240967,0.18751896917819977,0.20364493131637573,0.1974373608827591,0.26061710715293884,0.1374416947364807,0.2688053250312805,15.529400732489838,17.5492667713985,21.158483054487263,22.7730823863275,25.84323826474572,26.317611171481897,45.93523978139617
1733,-434.6414489746094,60.79181671142578,177.4116973876953,42.36861038208008,29.355504989624023,23.89535903930664,-0.6204268336296082,9.918599128723145,13.34874153137207,8.740378379821777,4.688089370727539,9.783129692077637,-1.562827467918396,8.931323051452637,0.26024994254112244,6.537104606628418,-2.211362361907959,6.889764308929443,-4.7776384353637695,7.715774059295654,-3.466184616088867,6.324896812438965,-0.5101892948150635,6.6094770431518555,0.7807796597480774,8.239972114562988,-1.8590714931488037,7.943122863769531,-0.5224068760871887,7.658099174499512,8.63487434387207,10.44166374206543,12.82003402709961,12.07099723815918,6.601881504058838,9.426641464233398,-1.0393450260162354,8.917213439941406,-4.320361614227295,10.266380310058594,143.5546875,0.027113838121294975,0.18767906725406647,0.43633753061294556,0.19782966375350952,0.0899648442864418,0.10760486125946045,0.18361951410770416,0.1339799016714096,0.16132311522960663,0.49046897888183594,0.35413655638694763,0.13155660033226013,0.16439399123191833,17.923270396117516,20.699689550844937,27.024881312783304,27.132323482354558,27.04875153115548,20.11104966358388,42.59279500204924
1755,-387.8674621582031,66.67204284667969,177.1612091064453,44.79806900024414,27.793481826782227,23.875179290771484,-2.8068137168884277,10.370115280151367,9.311857223510742,8.782905578613281,1.9155230522155762,10.136613845825195,-4.3075103759765625,8.073777198791504,-3.844642400741577,7.251524448394775,-5.644815444946289,6.549983501434326,-6.882785320281982,7.695608139038086,-5.392536640167236,7.441473484039307,-4.313701629638672,7.098299980163574,-2.4263534545898438,7.362563610076904,0.947465717792511,8.580327987670898,1.873779535293579,8.983186721801758,1.019028663635254,9.090934753417969,0.8354840874671936,9.531476974487305,-0.0009139211615547538,7.7587361335754395,-0.7565599679946899,5.887736797332764,-0.6333323121070862,8.03396987915039,69.83741554054055,0.040740303695201874,0.374254435300827,0.18072812259197235,0.16184337437152863,0.09993968158960342,0.1549086570739746,0.23826752603054047,0.11557664722204208,0.18198351562023163,0.12898007035255432,0.30109289288520813,0.26088425517082214,0.18376237154006958,16.842025177442533,20.549712705964033,26.030444203576767,25.723991666524846,26.865462443925743,21.35208061220604,42.72940475136275
1728,-352.9307861328125,67.18518829345703,169.9035186767578,25.698680877685547,-17.11157989501953,25.266809463500977,25.27376937866211,16.744403839111328,-5.802852630615234,14.016292572021484,-7.755068778991699,10.672030448913574,-5.1748857498168945,9.46374225616455,-7.409254550933838,8.206931114196777,-1.7444570064544678,9.121443748474121,-4.855484962463379,8.595427513122559,-5.733787536621094,9.331436157226562,-3.479585647583008,10.487312316894531,-3.47438645362854,10.001697540283203,-1.8745750188827515,8.477697372436523,-3.794520616531372,8.128311157226562,-3.243278980255127,7.948206901550293,-0.7430322170257568,8.413084983825684,1.9590036869049072,8.793078422546387,-0.40675967931747437,9.048929214477539,-5.939522743225098,10.30645751953125,107.666015625,0.028849883005023003,0.16621235013008118,0.20522969961166382,0.3310878276824951,0.2936387360095978,0.46159103512763977,0.26697033643722534,0.24371522665023804,0.25962668657302856,0.29726436734199524,0.33181464672088623,0.1899431049823761,0.21981100738048553,22.950983288638824,16.392525885419943,20.074939592243688,23.23504202163628,22.0301190413943,21.38157637841022,46.40309057605399
1752,-334.787841796875,94.95467376708984,185.4705810546875,40.979774475097656,-19.717594146728516,28.365598678588867,7.8752827644348145,16.65448760986328,3.570882797241211,12.839506149291992,-8.160866737365723,10.091670036315918,-7.33719539642334,9.642632484436035,-3.4424519538879395,9.73055362701416,-3.866257429122925,9.886567115783691,-5.405322551727295,8.616110801696777,-4.511134624481201,11.511350631713867,-1.3698571920394897,9.763208389282227,-0.04849895089864731,7.584858417510986,1.4371546506881714,7.7940802574157715,-0.8534154891967773,10.208118438720703,-4.3201141357421875,8.590352058410645,-2.4877898693084717,7.317966938018799,-1.6882702112197876,8.19621753692627,-3.267838478088379,7.598291397094727,-4.51653528213501,9.45389175415039,184.5703125,0.04536120593547821,0.398802250623703,0.15983116626739502,0.22671782970428467,0.1890227198600769,0.38096535205841064,0.22168835997581482,0.13080339133739471,0.18195700645446777,0.16308286786079407,0.2970082461833954,0.19568036496639252,0.3891368508338928,16.17680632968108,17.587879273627937,22.676700497144346,23.138718755951945,25.939505388210577,25.986985176595308,48.73544642393417
1750,-487.3653869628906,81.35382080078125,184.30470275878906,49.68950271606445,13.7107572555542,27.497114181518555,-0.5443234443664551,11.606087684631348,11.631265640258789,9.828814506530762,-6.687573432922363,10.829659461975098,-10.648186683654785,8.734410285949707,-5.655584335327148,8.136880874633789,-6.236186981201172,7.819203853607178,-4.279316425323486,8.082122802734375,0.643843412399292,9.004886627197266,-0.5875614285469055,8.260171890258789,-0.9381780028343201,8.524078369140625,0.5314522981643677,7.76884126663208,-4.5345330238342285,8.42705249786377,-6.67462158203125,9.727678298950195,0.08907750248908997,8.791718482971191,4.556773662567139,9.282883644104004,3.011179208755493,9.92896556854248,3.9588048458099365,12.083990097045898,75.99954044117646,0.01651800610125065,0.3466983139514923,0.1620967537164688,0.3170430660247803,0.1814177930355072,0.305270791053772,0.19516858458518982,0.17247526347637177,0.404691606760025,0.11106908321380615,0.06138249486684799,0.07208163291215897,0.2646062672138214,15.749070040046632,20.20587899718129,25.244861477297253,25.996208867105604,28.08004669810839,21.247182223263376,42.78546356731395
1742,-460.9046936035156,33.88766098022461,143.386962890625,11.94305419921875,-25.657470703125,12.457571029663086,20.37010955810547,6.4731364250183105,11.987459182739258,9.202022552490234,-3.8004627227783203,7.793783187866211,-3.27356219291687,7.423867225646973,1.5459036827087402,7.5588765144348145,-2.500685930252075,7.853306770324707,-4.804236888885498,7.743290424346924,-10.869879722595215,7.411706924438477,-4.135745048522949,7.272932052612305,-3.5952463150024414,8.744081497192383,3.1386878490448,9.060111999511719,6.112766742706299,8.309751510620117,10.880560874938965,9.1151123046875,6.406313419342041,8.764216423034668,8.431218147277832,10.37798023223877,8.5123872756958,10.57422161102295,8.401719093322754,8.756264686584473,117.45383522727273,0.007164953742176294,0.15507042407989502,0.41187402606010437,0.1518850475549698,0.13216403126716614,0.11001675575971603,0.17924931645393372,0.456546425819397,0.18018871545791626,0.2524595260620117,0.19731101393699646,0.31213024258613586,0.34453967213630676,22.273048918660088,20.429907799260945,26.00965726002561,25.742264308113516,24.793680564720276,21.15596349907098,44.844770909714505
1751,-353.4461364746094,92.76126861572266,181.3326873779297,41.63574981689453,-14.793513298034668,27.174673080444336,3.9696600437164307,17.23653793334961,5.694972515106201,11.540149688720703,-7.149149417877197,11.549843788146973,-5.932333946228027,9.473464012145996,-3.152086019515991,9.461287498474121,-5.488650321960449,8.685791015625,-3.6660103797912598,8.752050399780273,0.11480703204870224,9.9295072555542,-0.05435208976268768,8.595113754272461,0.12790176272392273,9.198948860168457,1.843888282775879,8.268567085266113,-1.0187665224075317,7.856678009033203,-1.906097650527954,9.146035194396973,0.963949978351593,7.6956305503845215,1.8092974424362183,8.830596923828125,1.8803107738494873,8.254934310913086,1.7039158344268799,10.107597351074219,215.33203125,0.038550879806280136,0.38353896141052246,0.146653413772583,0.19413429498672485,0.17330850660800934,0.3813047707080841,0.28074902296066284,0.14388920366764069,0.2640959322452545,0.1523047685623169,0.193228080868721,0.16654475033283234,0.355273962020874,14.855392123417593,17.875664557550916,22.386192419272607,23.413949298337858,25.922590007552888,25.4150151130204,46.77860847131208
1757,-298.32037353515625,108.79915618896484,183.40966796875,54.000389099121094,-23.272348403930664,27.882061004638672,6.588266372680664,16.258329391479492,9.399127960205078,12.432775497436523,-1.8644721508026123,8.970263481140137,-5.68922233581543,8.263505935668945,-6.425039768218994,7.929978847503662,-8.187179565429688,7.7238993644714355,-8.307424545288086,8.027623176574707,-5.706310272216797,7.725922107696533,-3.626568078994751,8.343135833740234,-2.7062289714813232,7.811811923980713,-2.306342840194702,7.07490348815918,-4.1784987449646,7.387786388397217,-3.625314474105835,6.574469566345215,-2.6430094242095947,6.157744884490967,-4.189948081970215,8.23037052154541,-3.2623751163482666,8.76486873626709,-0.5058040618896484,7.696682453155518,107.666015625,0.06097834184765816,0.3792070150375366,0.19924288988113403,0.3140431344509125,0.38094186782836914,0.2345602959394455,0.21501591801643372,0.1944802701473236,0.3530082702636719,0.29574844241142273,0.15719196200370789,0.22597694396972656,0.22754307091236115,17.14224743993057,17.14789506288933,21.06350955664149,21.485995190422358,24.302026168049334,23.25493772477704,45.07642989142662
1729,-430.3273010253906,42.316001892089844,134.33778381347656,15.941215515136719,-4.590318202972412,17.139705657958984,38.825592041015625,10.375140190124512,7.453241348266602,7.7536301612854,0.9004284143447876,7.310523986816406,-4.412454605102539,7.161510467529297,-0.8329821825027466,7.275990009307861,-8.00403118133545,7.265384674072266,-1.92225182056427,7.1476006507873535,-2.613924741744995,7.402394771575928,1.2934379577636719,9.749080657958984,-1.9162155389785767,8.106846809387207,2.5888445377349854,8.924154281616211,-2.570065975189209,10.413908004760742,-0.05748656764626503,12.576904296875,-0.4752517640590668,11.342668533325195,8.907505989074707,9.056797981262207,4.460452079772949,9.928824424743652,-4.43196964263916,10.069548606872559,112.34714673913044,0.011290856637060642,0.075413279235363,0.3038998544216156,0.5744513869285583,0.21634149551391602,0.20391260087490082,0.1808079183101654,0.30467063188552856,0.15234382450580597,0.2578195333480835,0.43239831924438477,0.15689952671527863,0.11280122399330139,24.105370080212012,18.97556750570476,25.34482714467667,24.390529111410284,23.58876857773153,20.30011051354054,46.01428832398601
